,Notes,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
3885,,"San Saba County, TX",48411.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,75.0
3886,,"Schleicher County, TX",48413.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,20.0
3887,,"Scurry County, TX",48415.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,139.0
3888,,"Shackelford County, TX",48417.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,32.0
3889,,"Shelby County, TX",48419.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,328.0
3890,,"Sherman County, TX",48421.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,24.0
3891,,"Smith County, TX",48423.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
3892,,"Smith County, TX",48423.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,1830.0
3893,,"Somervell County, TX",48425.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,76.0
3894,,"Starr County, TX",48427.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,405.0
3895,,"Stephens County, TX",48429.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,137.0
3896,,"Sterling County, TX",48431.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,14.0
3897,,"Stonewall County, TX",48433.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,23.0
3898,,"Sutton County, TX",48435.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,31.0
3899,,"Swisher County, TX",48437.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,81.0
3900,,"Tarrant County, TX",48439.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,115.0
3901,,"Tarrant County, TX",48439.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0
3902,,"Tarrant County, TX",48439.0,2010.0,2010.0,All other alcohol-induced causes,A9,101.0
3903,,"Tarrant County, TX",48439.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,10765.0
3904,,"Taylor County, TX",48441.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
3905,,"Taylor County, TX",48441.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,1204.0
3906,,"Terry County, TX",48445.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,142.0
3907,,"Throckmorton County, TX",48447.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,21.0
3908,,"Titus County, TX",48449.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,229.0
3909,,"Tom Green County, TX",48451.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
3910,,"Tom Green County, TX",48451.0,2010.0,2010.0,All other alcohol-induced causes,A9,14.0
3911,,"Tom Green County, TX",48451.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,956.0
3912,,"Travis County, TX",48453.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,98.0
3913,,"Travis County, TX",48453.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0
3914,,"Travis County, TX",48453.0,2010.0,2010.0,All other alcohol-induced causes,A9,77.0
3915,,"Travis County, TX",48453.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,4399.0
3916,,"Trinity County, TX",48455.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,203.0
3917,,"Tyler County, TX",48457.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,236.0
3918,,"Upshur County, TX",48459.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,428.0
3919,,"Upton County, TX",48461.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,35.0
3920,,"Uvalde County, TX",48463.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,216.0
3921,,"Val Verde County, TX",48465.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,327.0
3922,,"Van Zandt County, TX",48467.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,638.0
3923,,"Victoria County, TX",48469.0,2010.0,2010.0,All other alcohol-induced causes,A9,11.0
3924,,"Victoria County, TX",48469.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,690.0
3925,,"Walker County, TX",48471.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,466.0
3926,,"Waller County, TX",48473.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,275.0
3927,,"Ward County, TX",48475.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,95.0
3928,,"Washington County, TX",48477.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,347.0
3929,,"Webb County, TX",48479.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
3930,,"Webb County, TX",48479.0,2010.0,2010.0,All other alcohol-induced causes,A9,13.0
3931,,"Webb County, TX",48479.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,1159.0
3932,,"Wharton County, TX",48481.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,396.0
3933,,"Wheeler County, TX",48483.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,57.0
3934,,"Wichita County, TX",48485.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
3935,,"Wichita County, TX",48485.0,2010.0,2010.0,All other alcohol-induced causes,A9,22.0
3936,,"Wichita County, TX",48485.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,1290.0
3937,,"Wilbarger County, TX",48487.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,159.0
3938,,"Willacy County, TX",48489.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,143.0
3939,,"Williamson County, TX",48491.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
3940,,"Williamson County, TX",48491.0,2010.0,2010.0,All other alcohol-induced causes,A9,23.0
3941,,"Williamson County, TX",48491.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,1821.0
3942,,"Wilson County, TX",48493.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,319.0
3943,,"Winkler County, TX",48495.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,69.0
3944,,"Wise County, TX",48497.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,424.0
3945,,"Wood County, TX",48499.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,566.0
3946,,"Yoakum County, TX",48501.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,64.0
3947,,"Young County, TX",48503.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,235.0
3948,,"Zapata County, TX",48505.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,81.0
3949,,"Zavala County, TX",48507.0,2010.0,2010.0,All other non-drug and non-alcohol causes,O9,62.0
3676,,"Anderson County, TX",48001.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,637.0
3677,,"Andrews County, TX",48003.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,113.0
3678,,"Angelina County, TX",48005.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,821.0
3679,,"Aransas County, TX",48007.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,308.0
3680,,"Archer County, TX",48009.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,66.0
3681,,"Armstrong County, TX",48011.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,25.0
3682,,"Atascosa County, TX",48013.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,372.0
3683,,"Austin County, TX",48015.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,261.0
3684,,"Bailey County, TX",48017.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,54.0
3685,,"Bandera County, TX",48019.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,202.0
3686,,"Bastrop County, TX",48021.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,565.0
3687,,"Baylor County, TX",48023.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,50.0
3688,,"Bee County, TX",48025.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,232.0
3689,,"Bell County, TX",48027.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
3690,,"Bell County, TX",48027.0,2011.0,2011.0,All other alcohol-induced causes,A9,22.0
3691,,"Bell County, TX",48027.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,1820.0
3692,,"Bexar County, TX",48029.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,227.0
3693,,"Bexar County, TX",48029.0,2011.0,2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0
3694,,"Bexar County, TX",48029.0,2011.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
3695,,"Bexar County, TX",48029.0,2011.0,2011.0,All other alcohol-induced causes,A9,120.0
3696,,"Bexar County, TX",48029.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,11065.0
3697,,"Blanco County, TX",48031.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,106.0
3698,,"Bosque County, TX",48035.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,246.0
3699,,"Bowie County, TX",48037.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,911.0
3700,,"Brazoria County, TX",48039.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0
3701,,"Brazoria County, TX",48039.0,2011.0,2011.0,All other alcohol-induced causes,A9,14.0
3702,,"Brazoria County, TX",48039.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,1932.0
3703,,"Brazos County, TX",48041.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
3704,,"Brazos County, TX",48041.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,806.0
3705,,"Brewster County, TX",48043.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,78.0
3706,,"Briscoe County, TX",48045.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,19.0
3707,,"Brooks County, TX",48047.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,78.0
3708,,"Brown County, TX",48049.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,450.0
3709,,"Burleson County, TX",48051.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,192.0
3710,,"Burnet County, TX",48053.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,405.0
3711,,"Caldwell County, TX",48055.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,276.0
3712,,"Calhoun County, TX",48057.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,178.0
3713,,"Callahan County, TX",48059.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,137.0
3714,,"Cameron County, TX",48061.0,2011.0,2011.0,All other alcohol-induced causes,A9,15.0
3715,,"Cameron County, TX",48061.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,2348.0
3716,,"Camp County, TX",48063.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,157.0
3717,,"Carson County, TX",48065.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,67.0
3718,,"Cass County, TX",48067.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,367.0
3719,,"Castro County, TX",48069.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,54.0
3720,,"Chambers County, TX",48071.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,250.0
3721,,"Cherokee County, TX",48073.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,500.0
3722,,"Childress County, TX",48075.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,72.0
3723,,"Clay County, TX",48077.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,108.0
3724,,"Cochran County, TX",48079.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,23.0
3725,,"Coke County, TX",48081.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,52.0
3726,,"Coleman County, TX",48083.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,124.0
3727,,"Collin County, TX",48085.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
3728,,"Collin County, TX",48085.0,2011.0,2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0
3729,,"Collin County, TX",48085.0,2011.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
3730,,"Collin County, TX",48085.0,2011.0,2011.0,All other alcohol-induced causes,A9,22.0
3731,,"Collin County, TX",48085.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,3184.0
3732,,"Collingsworth County, TX",48087.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,45.0
3733,,"Colorado County, TX",48089.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,253.0
3734,,"Comal County, TX",48091.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
3735,,"Comal County, TX",48091.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,949.0
3736,,"Comanche County, TX",48093.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,147.0
3737,,"Concho County, TX",48095.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,32.0
3738,,"Cooke County, TX",48097.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,374.0
3739,,"Coryell County, TX",48099.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,385.0
3740,,"Cottle County, TX",48101.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,19.0
3741,,"Crane County, TX",48103.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,37.0
3742,,"Crockett County, TX",48105.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,39.0
3743,,"Crosby County, TX",48107.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,62.0
3744,,"Culberson County, TX",48109.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,14.0
3745,,"Dallam County, TX",48111.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,50.0
3746,,"Dallas County, TX",48113.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,194.0
3747,,"Dallas County, TX",48113.0,2011.0,2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,31.0
3748,,"Dallas County, TX",48113.0,2011.0,2011.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0
3749,,"Dallas County, TX",48113.0,2011.0,2011.0,All other drug-induced causes,D9,14.0
3750,,"Dallas County, TX",48113.0,2011.0,2011.0,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,17.0
3751,,"Dallas County, TX",48113.0,2011.0,2011.0,All other alcohol-induced causes,A9,126.0
3752,,"Dallas County, TX",48113.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,14084.0
3753,,"Dawson County, TX",48115.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,118.0
3754,,"Deaf Smith County, TX",48117.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,142.0
3755,,"Delta County, TX",48119.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,72.0
3756,,"Denton County, TX",48121.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0
3757,,"Denton County, TX",48121.0,2011.0,2011.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
3758,,"Denton County, TX",48121.0,2011.0,2011.0,All other alcohol-induced causes,A9,24.0
3759,,"Denton County, TX",48121.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,2742.0
3760,,"DeWitt County, TX",48123.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,244.0
3761,,"Dickens County, TX",48125.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,30.0
3762,,"Dimmit County, TX",48127.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,84.0
3763,,"Donley County, TX",48129.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,51.0
3764,,"Duval County, TX",48131.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,114.0
3765,,"Eastland County, TX",48133.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,250.0
3766,,"Ector County, TX",48135.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
3767,,"Ector County, TX",48135.0,2011.0,2011.0,All other alcohol-induced causes,A9,15.0
3768,,"Ector County, TX",48135.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,1192.0
3769,,"Edwards County, TX",48137.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,20.0
3770,,"Ellis County, TX",48139.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,1055.0
3771,,"El Paso County, TX",48141.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0
3772,,"El Paso County, TX",48141.0,2011.0,2011.0,All other alcohol-induced causes,A9,48.0
3773,,"El Paso County, TX",48141.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,4774.0
3774,,"Erath County, TX",48143.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,300.0
3775,,"Falls County, TX",48145.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,190.0
3776,,"Fannin County, TX",48147.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,413.0
3777,,"Fayette County, TX",48149.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,280.0
3778,,"Fisher County, TX",48151.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,56.0
3779,,"Floyd County, TX",48153.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,57.0
3780,,"Foard County, TX",48155.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,21.0
3781,,"Fort Bend County, TX",48157.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
3782,,"Fort Bend County, TX",48157.0,2011.0,2011.0,All other alcohol-induced causes,A9,14.0
3783,,"Fort Bend County, TX",48157.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,2280.0
3784,,"Franklin County, TX",48159.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,110.0
3785,,"Freestone County, TX",48161.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,213.0
3786,,"Frio County, TX",48163.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,118.0
3787,,"Gaines County, TX",48165.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,100.0
3788,,"Galveston County, TX",48167.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0
3789,,"Galveston County, TX",48167.0,2011.0,2011.0,All other alcohol-induced causes,A9,19.0
3790,,"Galveston County, TX",48167.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,2196.0
3791,,"Garza County, TX",48169.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,59.0
3792,,"Gillespie County, TX",48171.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,324.0
3793,,"Goliad County, TX",48175.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,68.0
3794,,"Gonzales County, TX",48177.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,177.0
3795,,"Gray County, TX",48179.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,229.0
3796,,"Grayson County, TX",48181.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
3797,,"Grayson County, TX",48181.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,1325.0
3798,,"Gregg County, TX",48183.0,2011.0,2011.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
3799,,"Gregg County, TX",48183.0,2011.0,2011.0,All other non-drug and non-alcohol causes,O9,1192.0
